id,topic,subtopic,case_context,additional_context,question,marks,acceptable_answers,feedback,generated_at
SAQ_AD78BBB1_Q4,K. Early Years General Practice (EYGP),Session 2 'Pregnancy',"A 28-year-old woman, who is 8 weeks pregnant with her first child, attends her first antenatal appointment at the GP surgery.",The GP discusses factors that might make a pregnancy 'higher risk' in future appointments.,Identify three factors that would classify a pregnancy as 'higher risk'.,3,"[""Pre-existing medical conditions (e.g., diabetes, hypertension, epilepsy)"", ""Previous adverse pregnancy outcomes (e.g., pre-eclampsia, stillbirth, preterm birth)"", ""Maternal age (e.g., very young or over 40)"", ""Multiple pregnancy"", ""Obesity (BMI > 30)"", ""Substance misuse (e.g., smoking, alcohol, illicit drugs)"", ""Family history of genetic conditions"", ""Certain ethnic backgrounds (for specific genetic screenings)""]","[Subtopic: Session 2 'Pregnancy'] Factors that can lead to a 'higher risk' pregnancy include pre-existing maternal medical conditions (e.g., diabetes, hypertension), advanced maternal age, a history of adverse pregnancy outcomes, or multiple pregnancies.",2026-05-16T11:16:02.301629
SAQ_EC31573A_Q1,A. Introduction to Medicine and Medical Science (IMMS),Genetics,"A young couple, Sarah and Mark, are planning a family and are reviewing their family medical history. Sarah's brother has an autosomal recessive condition, leading them to consider their own genetic risks.",,"In humans, how many chromosomes are typically found in a diploid somatic cell?",1,"[""46"", ""Twenty-three pairs""]","[Subtopic: Genetics] Human somatic cells are diploid, meaning they contain two sets of chromosomes, one from each parent, totaling 46 chromosomes (23 pairs).",2026-05-16T11:16:23.157325
SAQ_EC31573A_Q2,A. Introduction to Medicine and Medical Science (IMMS),Cell biology,"A young couple, Sarah and Mark, are planning a family and are reviewing their family medical history. Sarah's brother has an autosomal recessive condition, leading them to consider their own genetic risks.","For Sarah's brother's condition, both parents must be carriers, meaning they each carry one copy of the mutated gene. This gene is passed on through their germ cells.",Name the specific type of cell division that produces gametes (sperm and egg cells).,1,"[""Meiosis""]","[Subtopic: Cell biology] Meiosis is a specialized type of cell division that reduces the chromosome number by half, creating four haploid cells, each genetically distinct from the parent cell. This is essential for sexual reproduction.",2026-05-16T11:16:23.157335
SAQ_EC31573A_Q3,A. Introduction to Medicine and Medical Science (IMMS),Energy metabolism / Biochemistry,"A young couple, Sarah and Mark, are planning a family and are reviewing their family medical history. Sarah's brother has an autosomal recessive condition, leading them to consider their own genetic risks.",The condition is caused by a mutation in a specific gene. Genes are fundamental units of heredity and are composed of DNA.,Name the four nitrogenous bases that are the building blocks of a DNA molecule.,2,"[""Adenine"", ""Guanine"", ""Cytosine"", ""Thymine""]","[Subtopic: Energy metabolism / Biochemistry] DNA is a polymer of nucleotides. Each nucleotide consists of a deoxyribose sugar, a phosphate group, and one of four nitrogenous bases: Adenine (A), Guanine (G), Cytosine (C), and Thymine (T).",2026-05-16T11:16:23.157337
SAQ_EC31573A_Q4,A. Introduction to Medicine and Medical Science (IMMS),Cell histology and their ultrastructural components,"A young couple, Sarah and Mark, are planning a family and are reviewing their family medical history. Sarah's brother has an autosomal recessive condition, leading them to consider their own genetic risks.",The mutated gene typically codes for a protein crucial for normal cell function. This protein is synthesized within the cell.,Name the cellular organelle responsible for protein synthesis (translation).,2,"[""Ribosome"", ""Ribosomes""]","[Subtopic: Cell histology and their ultrastructural components] Ribosomes are complex molecular machines that carry out protein synthesis, or translation, of mRNA into protein.",2026-05-16T11:16:23.157340
SAQ_EC31573A_Q5,A. Introduction to Medicine and Medical Science (IMMS),Energy metabolism / Biochemistry,"A young couple, Sarah and Mark, are planning a family and are reviewing their family medical history. Sarah's brother has an autosomal recessive condition, leading them to consider their own genetic risks.",The functional protein produced from the gene undergoes several folding steps to achieve its correct three-dimensional structure.,List the four hierarchical levels of protein structure.,2,"[""Primary"", ""Secondary"", ""Tertiary"", ""Quaternary""]","[Subtopic: Energy metabolism / Biochemistry] Proteins can have up to four levels of structure: primary (amino acid sequence), secondary (local folding patterns like alpha-helices and beta-sheets), tertiary (overall 3D shape of a single polypeptide chain), and quaternary (arrangement of multiple polypeptide chains).",2026-05-16T11:16:23.157342
SAQ_EC31573A_Q6,A. Introduction to Medicine and Medical Science (IMMS),Genetics,"A young couple, Sarah and Mark, are planning a family and are reviewing their family medical history. Sarah's brother has an autosomal recessive condition, leading them to consider their own genetic risks.","Although Sarah carries one copy of the mutated gene, she does not show any symptoms of the condition.","What term describes the genetic makeup of an individual, often in relation to a specific trait, which determines their potential characteristics?",2,"[""Genotype""]","[Subtopic: Genetics] The genotype refers to the specific set of alleles (forms of a gene) an individual possesses, which contributes to their observable traits (phenotype).",2026-05-16T11:16:23.157345
SAQ_71A96339_Q1,B. Cardiovascular system,Anatomical features of the cardiovascular system,A 22-year-old medical student is learning to auscultate heart sounds during a teaching session.,,"When auscultating for the mitral valve, at which intercostal space and in relation to which anatomical landmark would you place your stethoscope?",2,"[""Fifth intercostal space"", ""5th intercostal space"", ""Midclavicular line"", ""Left midclavicular line""]","[Subtopic: Anatomical features of the cardiovascular system] The mitral valve is best heard over the apex beat, which is typically found in the fifth left intercostal space in the midclavicular line.",2026-05-16T11:16:42.498267
SAQ_71A96339_Q2,B. Cardiovascular system,Histology of the cardiovascular system,A 22-year-old medical student is learning to auscultate heart sounds during a teaching session.,Understanding the structure of the heart wall is crucial for appreciating its function.,"Name the three principal layers of the heart wall, from innermost to outermost.",2,"[""Endocardium"", ""Myocardium"", ""Epicardium"", ""Pericardium (visceral layer)""]","[Subtopic: Histology of the cardiovascular system] The heart wall is composed of the endocardium (inner lining), myocardium (muscular layer), and epicardium (outer visceral layer of the serous pericardium).",2026-05-16T11:16:42.498275
SAQ_71A96339_Q3,B. Cardiovascular system,Physiological features of the cardiovascular system,A 22-year-old medical student is learning to auscultate heart sounds during a teaching session.,"During the cardiac cycle, different valves open and close to direct blood flow.","During normal ventricular systole, which two heart valves are typically open?",2,"[""Aortic valve"", ""Pulmonary valve"", ""Semilunar valves""]","[Subtopic: Physiological features of the cardiovascular system] During ventricular systole, the ventricles contract, ejecting blood into the great arteries. This requires the aortic and pulmonary (semilunar) valves to be open, while the mitral and tricuspid (AV) valves are closed.",2026-05-16T11:16:42.498276
SAQ_71A96339_Q4,B. Cardiovascular system,Physiological features of the cardiovascular system,A 22-year-old medical student is learning to auscultate heart sounds during a teaching session.,The heart has a specialized electrical conduction system that coordinates its contractions.,Which specific structure within the heart is normally responsible for initiating the electrical impulse that sets the heart rate?,2,"[""Sinoatrial node"", ""SA node""]","[Subtopic: Physiological features of the cardiovascular system] The sinoatrial (SA) node, located in the wall of the right atrium, is the primary pacemaker of the heart, spontaneously generating electrical impulses.",2026-05-16T11:16:42.498278
SAQ_71A96339_Q5,B. Cardiovascular system,Principle features of haematology,A 22-year-old medical student is learning to auscultate heart sounds during a teaching session.,"The circulatory system also includes blood, which has various components essential for body function.",Name two major plasma proteins found in blood and state one primary function for each.,2,"[""Albumin (maintains osmotic pressure)"", ""Albumin (transports substances like hormones/drugs)"", ""Fibrinogen (involved in blood clotting)"", ""Globulins (immunity / antibodies)"", ""Globulins (transport of lipids / fat-soluble vitamins)""]","[Subtopic: Principle features of haematology] Plasma proteins include albumin (maintains osmotic pressure, transports substances), globulins (antibodies for immunity, transport functions), and fibrinogen (a precursor to fibrin in the clotting cascade).",2026-05-16T11:16:42.498279
